index
109.629
165.768
205.9
234.621
251.737
256.942
265.027
275.112
283.539
287.775
293.988
296.512
301.379
304.331
305.998
309.578
311.72
313.555
315.234
316.012
318.407
318.803
320.9
321.964
322.339
324.106
324.224
325.805
326.542
326.699
328.088
328.071
328.661
329.876
329.923
331.048
330.968
332.015
332.419
332.389
333.317
333.16
334.03
334.34
334.254
335.039
334.86
335.614
335.865
335.769
336.465
336.294
336.966
337.187
337.08
337.7
337.527
338.136
338.334
338.226
338.794
338.615
339.163
339.325
339.213
339.723
339.535
340.369
340.157
340.026
340.483
340.296
340.732
340.843
340.715
341.139
340.956
341.366
341.47
341.348
341.746
341.573
341.666
342.036
341.915
342.279
342.099
342.718
342.522
342.401
342.75
342.593
342.939
343.025
343.168
343.502
343.109
343.442
343.525
343.424
343.745
343.605
343.919
344.226
343.892
344.19
344.053
344.348
344.416
344.314
344.595
344.46
344.735
344.796
344.693
344.957
344.823
345.086
345.141
345.049
345.504
345.168
345.419
345.669
345.573
345.622
345.498
345.738
345.784
345.691
346.109
345.792
345.835
346.059
345.963
346.184
346.057
346.269
346.305
346.208
346.418
346.295
346.5
346.533
346.444
346.647
346.528
346.726
346.756
346.661
346.853
346.731
346.92
346.948
346.858
347.042
346.926
347.111
347.137
347.051
347.233
347.123
347.301
347.329
347.241
347.412
347.3
347.471
347.495
347.407
347.574
347.462
347.627
347.651
347.567
347.728
347.621
347.781
347.803
347.722
347.879
347.774
347.929
347.952
347.874
348.027
347.929
348.082
348.102
348.026
348.177
348.077
348.226
348.247
348.173
348.321
348.228
348.373
348.516
348.321
348.464
348.371
348.513
348.53
348.458
348.598
348.507
348.644
348.663
348.59
348.725
348.636
348.768
348.783
348.712
348.842
348.751
348.881
348.894
348.823
348.948
348.858
348.871
348.995
348.926
349.049
348.964
349.091
349.109
349.046
349.173
349.093
349.221
349.244
349.185
349.312
349.235
349.361
349.383
349.326
349.451
349.376
349.498
349.52
349.466
349.588
349.516
349.736
349.657
349.602
349.723
349.655
349.675
349.795
349.742
349.861
349.793
349.814
349.929
349.877
349.992
349.923
350.035
350.052
350.092
350.109
350.042
350.061
350.173
350.123
350.232
350.259
350.278
350.385
350.244
350.442
350.286
350.395
350.414
350.452
350.47
350.406
350.511
350.53
350.483
350.587
350.521
350.624
350.64
350.589
350.688
350.623
350.637
350.735
350.685
350.783
350.802
350.814
350.91
350.859
350.872
350.807
350.983
350.914
350.865
350.959
350.898
350.992
351.005
350.957
351.131
350.99
351.162
351.173
351.045
351.137
351.077
351.166
351.177
351.129
351.217
351.157
351.323
351.256
351.284
351.296
351.237
351.401
351.413
351.368
351.379
351.32
351.407
351.418
351.374
351.534
351.403
351.49
351.502
351.459
351.617
351.561
351.645
351.584
351.542
351.699
351.571
351.656
351.669
351.625
351.708
351.653
351.736
351.747
351.706
351.787
351.734
351.819
351.836
351.801
351.889
351.914
351.934
351.954
351.923
352.013
351.969
352.058
352.078
352.116
352.137
352.094
352.115
352.202
352.171
352.257
352.216
352.235
352.321
352.289
352.374
352.333
352.352
352.436
352.406
352.555
352.448
352.468
352.551
352.519
352.601
352.561
352.643
352.662
352.633
352.715
352.675
352.758
352.777
352.749
352.831
352.792
352.873
352.891
352.863
352.942
352.902
352.981
352.999
352.97
353.047
353.005
353.08
353.095
353.064
353.199
353.097
353.171
353.184
353.153
353.226
353.184
353.256
353.27
353.239
353.313
353.331
353.345
353.358
353.328
353.4
353.418
353.433
353.449
353.421
353.495
353.516
353.533
353.549
353.522
353.596
353.56
353.633
353.65
353.623
353.753
353.661
353.735
353.752
353.726
353.799
353.765
353.838
353.856
353.833
353.906
353.927
353.891
353.964
353.94
354.012
353.979
354.051
354.07
354.048
354.121
354.09
354.164
354.183
354.162
354.235
354.205
354.224
354.296
354.275
354.348
354.317
354.389
354.407
354.386
354.457
354.426
354.496
354.512
354.491
354.561
354.53
354.6
354.617
354.595
354.664
354.686
354.704
354.721
354.701
354.769
354.741
354.81
354.827
354.807
354.875
